Year,Geographylevel,Indicator,Categories,SIMD_text,SIMD,Percent,Mean,LowerCI,UpperCI,Unweightedbases
2018,Scotland,Doctor-diagnosed irregular heart rhythm,Yes,3rd,3,8,NA,5.9,10.1,932
2018,Scotland,Doctor-diagnosed irregular heart rhythm,Yes,4th,4,7,NA,5.1,8.6,1146
2018,Scotland,Doctor-diagnosed irregular heart rhythm,Yes,5th-Least deprived,5,6,NA,4,7,947
2019,Scotland,Doctor-diagnosed irregular heart rhythm,Yes,1st-Most deprived,1,7,NA,4.7,8.4,802
2019,Scotland,Doctor-diagnosed irregular heart rhythm,Yes,2nd,2,5,NA,3.9,6.8,1008
2019,Scotland,Doctor-diagnosed irregular heart rhythm,Yes,3rd,3,7,NA,5.3,9.7,1012
2019,Scotland,Doctor-diagnosed irregular heart rhythm,Yes,4th,4,6,NA,4.7,7.6,1040
2019,Scotland,Doctor-diagnosed irregular heart rhythm,Yes,5th-Least deprived,5,6,NA,4.1,7,1040
2021,Scotland,Doctor-diagnosed irregular heart rhythm,Yes,1st-Most deprived,1,7,NA,5.2,9.5,595
2021,Scotland,Doctor-diagnosed irregular heart rhythm,Yes,2nd,2,8,NA,5.9,10.8,807
2021,Scotland,Doctor-diagnosed irregular heart rhythm,Yes,3rd,3,8,NA,5.7,9.3,929
2021,Scotland,Doctor-diagnosed irregular heart rhythm,Yes,4th,4,8,NA,6.3,9.7,1132
2021,Scotland,Doctor-diagnosed irregular heart rhythm,Yes,5th-Least deprived,5,6,NA,4.2,7,1094
2012,Scotland,Doctor-diagnosed stroke,Yes,1st-Most deprived,1,5,NA,3.5,6.8,729
2012,Scotland,Doctor-diagnosed stroke,Yes,2nd,2,4,NA,2.2,4.8,907
2012,Scotland,Doctor-diagnosed stroke,Yes,3rd,3,3,NA,1.5,3.9,1095
2012,Scotland,Doctor-diagnosed stroke,Yes,4th,4,2,NA,1.3,3.3,1097
2012,Scotland,Doctor-diagnosed stroke,Yes,5th-Least deprived,5,1,NA,0.4,1.8,987
2013,Scotland,Doctor-diagnosed stroke,Yes,1st-Most deprived,1,5,NA,3.5,6.8,786
2013,Scotland,Doctor-diagnosed stroke,Yes,2nd,2,4,NA,2.6,5.4,1000
2013,Scotland,Doctor-diagnosed stroke,Yes,3rd,3,2,NA,0.8,2.5,1179
2013,Scotland,Doctor-diagnosed stroke,Yes,4th,4,2,NA,1.4,3.5,1056
2013,Scotland,Doctor-diagnosed stroke,Yes,5th-Least deprived,5,2,NA,0.9,2.7,872
2014,Scotland,Doctor-diagnosed stroke,Yes,1st-Most deprived,1,4,NA,2.5,5.2,779
2014,Scotland,Doctor-diagnosed stroke,Yes,2nd,2,4,NA,2.8,5.4,934
2014,Scotland,Doctor-diagnosed stroke,Yes,3rd,3,3,NA,2,4.7,1039
2014,Scotland,Doctor-diagnosed stroke,Yes,4th,4,2,NA,1.4,3.3,1021
2014,Scotland,Doctor-diagnosed stroke,Yes,5th-Least deprived,5,2,NA,1.5,3.3,886
2015,Scotland,Doctor-diagnosed stroke,Yes,1st-Most deprived,1,5,NA,3.7,6.7,876
2015,Scotland,Doctor-diagnosed stroke,Yes,2nd,2,2,NA,1.3,3.2,982
2015,Scotland,Doctor-diagnosed stroke,Yes,3rd,3,2,NA,1.1,2.9,1069
2015,Scotland,Doctor-diagnosed stroke,Yes,4th,4,2,NA,1.1,2.7,1206
2015,Scotland,Doctor-diagnosed stroke,Yes,5th-Least deprived,5,2,NA,1.2,2.8,865
2016,Scotland,Doctor-diagnosed stroke,Yes,1st-Most deprived,1,5,NA,3.4,6.4,715
2016,Scotland,Doctor-diagnosed stroke,Yes,2nd,2,3,NA,1.6,3.7,765
2016,Scotland,Doctor-diagnosed stroke,Yes,3rd,3,3,NA,1.5,3.6,983
2016,Scotland,Doctor-diagnosed stroke,Yes,4th,4,2,NA,1,2.8,926
2016,Scotland,Doctor-diagnosed stroke,Yes,5th-Least deprived,5,3,NA,1.5,4.1,934
2017,Scotland,Doctor-diagnosed stroke,Yes,1st-Most deprived,1,5,NA,2.5,7.9,605
2017,Scotland,Doctor-diagnosed stroke,Yes,2nd,2,3,NA,1.9,4.7,710
2017,Scotland,Doctor-diagnosed stroke,Yes,3rd,3,2,NA,0.7,2.7,826
2017,Scotland,Doctor-diagnosed stroke,Yes,4th,4,3,NA,1.9,4.5,831
2017,Scotland,Doctor-diagnosed stroke,Yes,5th-Least deprived,5,2,NA,0.8,2.6,724
2018,Scotland,Doctor-diagnosed stroke,Yes,1st-Most deprived,1,4,NA,2.6,5.1,791
2018,Scotland,Doctor-diagnosed stroke,Yes,2nd,2,3,NA,2.3,4.5,994
2018,Scotland,Doctor-diagnosed stroke,Yes,3rd,3,3,NA,2,4.2,932
2018,Scotland,Doctor-diagnosed stroke,Yes,4th,4,2,NA,1.5,3.1,1146
2018,Scotland,Doctor-diagnosed stroke,Yes,5th-Least deprived,5,2,NA,1.1,3.1,947
2019,Scotland,Doctor-diagnosed stroke,Yes,1st-Most deprived,1,5,NA,3.2,6.2,802
2019,Scotland,Doctor-diagnosed stroke,Yes,2nd,2,4,NA,2.6,4.9,1008
2019,Scotland,Doctor-diagnosed stroke,Yes,3rd,3,3,NA,2.1,4.7,1012
2019,Scotland,Doctor-diagnosed stroke,Yes,4th,4,2,NA,1.3,2.9,1040
2019,Scotland,Doctor-diagnosed stroke,Yes,5th-Least deprived,5,2,NA,1.2,2.9,1040
2021,Scotland,Doctor-diagnosed stroke,Yes,1st-Most deprived,1,5,NA,3.2,6.7,595
2021,Scotland,Doctor-diagnosed stroke,Yes,2nd,2,5,NA,2.6,6.4,806
2021,Scotland,Doctor-diagnosed stroke,Yes,3rd,3,2,NA,1.3,3.1,929
2021,Scotland,Doctor-diagnosed stroke,Yes,4th,4,1,NA,0.7,2,1132
2021,Scotland,Doctor-diagnosed stroke,Yes,5th-Least deprived,5,2,NA,1,2.3,1094
2012,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,1st-Most deprived,1,7,NA,5,9.5,729
2012,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,2nd,2,8,NA,5.7,9.8,907
2012,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,3rd,3,6,NA,4.1,7.1,1095
2012,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,4th,4,4,NA,2.8,5.4,1097
2012,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,5th-Least deprived,5,4,NA,2.3,4.7,987
2013,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,1st-Most deprived,1,8,NA,5.5,9.5,786
2013,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,2nd,2,6,NA,4.3,7.7,1000
2013,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,3rd,3,5,NA,3.8,6.7,1179
2013,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,4th,4,5,NA,3.3,5.9,1056
2013,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,5th-Least deprived,5,5,NA,3.1,6.6,872
2014,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,1st-Most deprived,1,9,NA,7.1,11.1,779
2014,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,2nd,2,8,NA,5.7,9.7,934
2014,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,3rd,3,7,NA,5.4,9.2,1039
2014,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,4th,4,5,NA,3.6,6.4,1021
2014,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,5th-Least deprived,5,4,NA,3,5.3,885
2015,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,1st-Most deprived,1,9,NA,6.5,10.5,875
2015,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,2nd,2,6,NA,4.4,7.9,982
2015,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,3rd,3,6,NA,4,7,1068
2015,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,4th,4,5,NA,3.7,6.4,1205
2015,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,5th-Least deprived,5,5,NA,3.2,6,865
2016,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,1st-Most deprived,1,8,NA,6,10.1,715
2016,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,2nd,2,6,NA,4.7,8.3,764
2016,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,3rd,3,5,NA,3.9,6.8,983
2016,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,4th,4,4,NA,2.2,5,926
2016,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,5th-Least deprived,5,4,NA,2.4,5.3,934
2017,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,1st-Most deprived,1,11,NA,8.2,13.4,605
2017,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,2nd,2,7,NA,4.8,8.8,710
2017,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,3rd,3,7,NA,4.7,8.5,826
2017,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,4th,4,5,NA,3.2,6.1,830
2017,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,5th-Least deprived,5,4,NA,2.7,5.5,724
2018,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,1st-Most deprived,1,9,NA,6.9,11.1,791
2018,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,2nd,2,9,NA,7,11.2,994
2018,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,3rd,3,6,NA,4.5,7.5,932
2018,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,4th,4,6,NA,4.7,7.6,1146
2018,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,5th-Least deprived,5,5,NA,3.6,6.6,947
2019,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,1st-Most deprived,1,10,NA,7.8,12.3,802
2019,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,2nd,2,8,NA,6.6,9.9,1008
2019,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,3rd,3,8,NA,5.9,9.6,1012
2019,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,4th,4,5,NA,3.3,6.2,1040
2019,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,5th-Least deprived,5,4,NA,2.6,4.9,1040
2021,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,1st-Most deprived,1,8,NA,6,10.6,595
2021,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,2nd,2,8,NA,5.5,9.9,807
2021,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,3rd,3,5,NA,3.3,5.8,929
2021,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,4th,4,4,NA,3.1,5.7,1132
2021,Scotland,Doctor-diagnosed diabetes (excluding pregnant),Yes,5th-Least deprived,5,4,NA,3.1,5.8,1094
2012,Scotland,Doctor-diagnosed other heart condition,Yes,1st-Most deprived,1,4,NA,2.3,4.9,729
2012,Scotland,Doctor-diagnosed other heart condition,Yes,2nd,2,2,NA,1,2.9,907
2012,Scotland,Doctor-diagnosed other heart condition,Yes,3rd,3,3,NA,1.8,4,1095
2012,Scotland,Doctor-diagnosed other heart condition,Yes,4th,4,2,NA,0.9,2.8,1097
2012,Scotland,Doctor-diagnosed other heart condition,Yes,5th-Least deprived,5,2,NA,1.3,3.3,987
2013,Scotland,Doctor-diagnosed other heart condition,Yes,1st-Most deprived,1,2,NA,0.8,2.7,786
2013,Scotland,Doctor-diagnosed other heart condition,Yes,2nd,2,4,NA,2.4,4.9,1000
2013,Scotland,Doctor-diagnosed other heart condition,Yes,3rd,3,1,NA,0.6,2,1179
2013,Scotland,Doctor-diagnosed other heart condition,Yes,4th,4,2,NA,0.9,2.7,1056
2013,Scotland,Doctor-diagnosed other heart condition,Yes,5th-Least deprived,5,2,NA,1.2,3.3,872
2014,Scotland,Doctor-diagnosed other heart condition,Yes,1st-Most deprived,1,3,NA,1.5,4.7,779
2014,Scotland,Doctor-diagnosed other heart condition,Yes,2nd,2,2,NA,1.3,3.2,934
2014,Scotland,Doctor-diagnosed other heart condition,Yes,3rd,3,3,NA,1,4.2,1039
2014,Scotland,Doctor-diagnosed other heart condition,Yes,4th,4,3,NA,1.7,4,1021
2014,Scotland,Doctor-diagnosed other heart condition,Yes,5th-Least deprived,5,2,NA,1,2.8,886
2015,Scotland,Doctor-diagnosed other heart condition,Yes,1st-Most deprived,1,2,NA,1.2,3.5,876
2015,Scotland,Doctor-diagnosed other heart condition,Yes,2nd,2,3,NA,1.4,3.7,982
2015,Scotland,Doctor-diagnosed other heart condition,Yes,3rd,3,2,NA,0.9,2.4,1069
2015,Scotland,Doctor-diagnosed other heart condition,Yes,4th,4,2,NA,1,3,1206
2015,Scotland,Doctor-diagnosed other heart condition,Yes,5th-Least deprived,5,3,NA,2.1,4.1,864
2016,Scotland,Doctor-diagnosed other heart condition,Yes,1st-Most deprived,1,3,NA,1.8,4.8,715
2016,Scotland,Doctor-diagnosed other heart condition,Yes,2nd,2,3,NA,2,4.7,765
2016,Scotland,Doctor-diagnosed other heart condition,Yes,3rd,3,3,NA,1.9,4.1,983
2016,Scotland,Doctor-diagnosed other heart condition,Yes,4th,4,3,NA,1.9,5,926
2016,Scotland,Doctor-diagnosed other heart condition,Yes,5th-Least deprived,5,2,NA,1,2.6,934
2017,Scotland,Doctor-diagnosed other heart condition,Yes,1st-Most deprived,1,4,NA,2.2,5.4,605
2017,Scotland,Doctor-diagnosed other heart condition,Yes,2nd,2,4,NA,2.1,5,710
2017,Scotland,Doctor-diagnosed other heart condition,Yes,3rd,3,2,NA,0.7,2.3,827
2017,Scotland,Doctor-diagnosed other heart condition,Yes,4th,4,2,NA,0.6,2.5,831
2017,Scotland,Doctor-diagnosed other heart condition,Yes,5th-Least deprived,5,2,NA,1.1,3,724
2018,Scotland,Doctor-diagnosed other heart condition,Yes,1st-Most deprived,1,3,NA,2,4.4,791
2018,Scotland,Doctor-diagnosed other heart condition,Yes,2nd,2,3,NA,1.5,3.5,994
2018,Scotland,Doctor-diagnosed other heart condition,Yes,3rd,3,2,NA,1.3,3.3,932
2018,Scotland,Doctor-diagnosed other heart condition,Yes,4th,4,2,NA,1.4,3.2,1146
2018,Scotland,Doctor-diagnosed other heart condition,Yes,5th-Least deprived,5,2,NA,1.5,3.4,947
2019,Scotland,Doctor-diagnosed other heart condition,Yes,1st-Most deprived,1,3,NA,1.5,3.6,802
2019,Scotland,Doctor-diagnosed other heart condition,Yes,2nd,2,2,NA,1.1,3,1008
2019,Scotland,Doctor-diagnosed other heart condition,Yes,3rd,3,3,NA,1.5,3.9,1013
2019,Scotland,Doctor-diagnosed other heart condition,Yes,4th,4,1,NA,0.6,1.9,1040
2019,Scotland,Doctor-diagnosed other heart condition,Yes,5th-Least deprived,5,3,NA,1.6,3.5,1040
2021,Scotland,Doctor-diagnosed other heart condition,Yes,1st-Most deprived,1,3,NA,1.5,4.5,594
2021,Scotland,Doctor-diagnosed other heart condition,Yes,2nd,2,3,NA,1.4,4.5,807
2021,Scotland,Doctor-diagnosed other heart condition,Yes,3rd,3,4,NA,2.7,5.3,929
2021,Scotland,Doctor-diagnosed other heart condition,Yes,4th,4,2,NA,1.4,3.5,1132
2021,Scotland,Doctor-diagnosed other heart condition,Yes,5th-Least deprived,5,2,NA,1.1,3.1,1094
